0.74788;5.16;0;0;0;9.524;0;3.81;0;2.858;0;1.904;0;1.904;0.816002;5.63;25.35;0;2;3;20;1;7;0;5;0;6;13.63;5.17;34.94;3.55;10.342782;71.36;0;0;0;0;3;23;0;0;0;4;9.867385;68.08;10.870357;75;0;0;0;1;3;21;0;0;0;0;1.06;0;0;0;0;0;0;0.878325;6.06;0.195666;1.35;0;0;3.855353;26.6;2.830641;19.53;0.243496;1.68;0.342054;2.36;14.85;0.146387;1.01;3.319082;22.9;0;0;7.35;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1.25;0;0;0;2;0;0;20;0;1;4;33;0;1;0;0;0;0;0;0;0;0;0;1;0;4;0;1;0;0;2;15;0;1;0;0;0;1;0;0;0;0;0;0;0;6;1;10;2;18;0;0.091311;0.63;0;0;0;0;0.181173;1.25;0;0;0;0;0;0;0;0;2.266832;15.64;2.72;0;0;0;0;0;5;0;3;0;0;2;14;0;3;0.613088;4.23;0.4981;0.3364;36.2;6;44;0;0.876;23.95;0;1;0;0;0;0;0;0;0;1;2
0.236402;1.53;0;4.743333;0;5.256667;0;2.18;0;1.538333;0;1.795;0;1.153333;0.638132;4.13;16.7;0;0;2;14;1;7;0;6;0;6;6.968;4.19;76.41;1.67;9.287679;60.11;0;0;0;0;3;24;0;0;0;3;8.162835;52.83;9.449916;61.16;0;0;0;0;2;16;0;0;0;0;1;0;0;0;0;0;0;0.652038;4.22;0.120519;0.78;0;0;5.367725;34.74;1.980836;12.82;0.316748;2.05;0.565512;3.66;9.74;0.292026;1.89;2.452095;15.87;0;0;7.4;0;0;0;0;0;0;0;2;0;0;0;3;0;0;1.01;0;0;0;1;0;0;185;0;1;5;36;1;12;0;1;0;0;0;0;0;0;0;0;1;7;0;2;0;0;1;12;0;1;0;0;0;0;0;0;0;0;0;0;1;10;1;11;3;21;1.67;0.094252;0.61;0.012361;0.08;0.012361;0.08;0.094252;0.61;0;0;0;0;0;0;0;1;4.530273;29.32;2.49;0;0;0;0;0;3;1;7;0;0;2;13;0;1;2.720945;17.61;0.8651;0.371;56.13;5;33;0;0.83;14.11;0;0;0;0;0;0;0;0;0;0;2
0.667657;5.7;0;0;0;12.82;0;7.693333;0;0;0;5.126666;0;7.693333;0.971031;8.29;36.07;0;1;1;8;1;10;0;3;0;7;20.329;5.45;21.9;3.43;6.979948;59.59;0;0;0;0;3;27;0;0;0;6;8.618637;73.58;9.278093;79.21;0;0;0;0;1;10;0;0;0;0;1.18;0;0;0;0;0;0;1.030769;8.8;0;0;0;0;3.748252;32;2.108392;18;0.234266;2;0.140559;1.2;17.86;0.093706;0.8;2.155245;18.4;0;0;9.55;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1.03;0;0;0;0;0;0;14;0;0;4;40;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;16;0;0;0;0;0;1;0;0;0;0;0;0;0;4;1;12;1;15;9.05;0.141731;1.21;0;0;0;0;0.028112;0.24;0;0;0;0;0;0;0;1;2.266521;19.35;2.93;0;0;0;0;0;4;0;2;0;0;1;9;0;3;0.849213;7.25;0.4671;0.3598;36.3;2;24;0;1.046667;29.57;0;0;0;0;0;0;0;0;0;0;2
0.205656;1.4;0;0;0;11.110001;0;0;0;8.89;0;4.443333;0;8.89;0.956298;6.51;28.4;0;0;1;8;1;11;0;3;1;9;13.514999;4.45;60.3;1.75;8.267352;56.28;0;0;0;3;4;30;0;0;0;3;7.788469;53.02;8.192435;55.77;0;0;0;0;1;8;0;0;0;0;1;0;0;0;0;0;0;0.668381;4.55;0.051414;0.35;0;0;4.211531;28.67;3.903048;26.57;0.154242;1.05;0.616967;4.2;14.3;0.205656;1.4;1.592361;10.84;0;0;10.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.03;0;0;0;0;0;0;20;0;0;6;44;3;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;13;2;16;57.63;0.092545;0.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.321337;22.61;2.42;0;0;0;0;0;3;0;4;0;0;1;8;0;0;3.347778;22.79;1.2591;1.3642;117.49;2;17;0;1.053333;23.7;0;0;0;0;0;0;0;0;0;0;2
0.439414;2.78;0;1.714;0;5.714;0;4;0;2.286;0;2.286;0;4;0.760281;4.81;35.78;0;1;1;10;1;10;0;5;1;7;17.11;4.49;57.41;3.69;9.543825;60.38;0;0;0;0;4;27;0;0;0;5;9.583341;60.63;11.723509;74.17;0;0;0;0;1;11;0;0;0;0;1.19;0;0;0;0;0;0;1.177567;7.45;0.214965;1.36;0;0;4.835137;30.59;3.030062;19.17;0.366705;2.32;0.458382;2.9;20.25;0.275029;1.74;2.601711;16.46;0;0;10.57;0;0;0;0;0;0;0;3;0;0;0;1;0;0;1.05;0;0;0;0;0;0;51;0;0;6;39;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0;1;6;1;11;2;14;1.53;0.123289;0.78;0.037935;0.24;0.009484;0.06;0.180191;1.14;0;0;0;0;0;0;0;1;4.846201;30.66;2.67;0;0;0;0;0;5;0;3;0;0;1;10;0;1;2.5211;15.95;0.7637;0.3058;47.53;3;24;0;0.844;32.55;0;0;0;0;0;0;0;0;0;0;2
0.111828;0.68;0;0;0;25;0;25;0;0;0;50;0;0;0.999873;6.08;24.71;0;1;2;13;1;10;0;1;1;7;11.193;4.33;65.8;2.57;10.334219;62.84;0;0;0;1;4;29;0;0;0;5;9.778368;59.46;11.306135;68.75;0;1;0;1;2;14;0;0;0;0;0.96;0;0;0;0;0;0;1.277799;7.77;0.085515;0.52;0;0;5.367742;32.64;3.238077;19.69;0.171031;1.04;0.254902;1.55;13.79;0.511448;3.11;2.641113;16.06;0;0;8.04;0;0;0;0;0;0;0;3;0;0;0;2;0;0;1.05;0;0;0;0;0;0;14;0;0;6;38;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;2;14;0;1;0;0;0;0;0;0;0;0;0;0;1;7;1;9;2;14;36.35;0.108539;0.66;0;0;0;0;0.108539;0.66;0;0;0;0;0;0;0;0;5.203289;31.64;2.77;0;0;0;0;0;2;1;6;0;0;1;10;0;1;3.999494;24.32;1.7531;1.2117;132.82;4;28;0;1.31;21.79;0;0;0;0;0;0;0;0;0;0;2
0.224842;1.46;4.76;0.528889;57.14;6.348889;4.76;0.528889;4.76;0.528889;14.29;1.587778;14.29;1.587778;1.011789;6.57;23.79;0;0;1;11;1;9;1;9;1;7;10.521;4.09;75.11;3.79;12.252347;79.56;0;0;0;0;2;18;0;0;0;5;10.116349;65.69;12.244648;79.51;0;0;0;2;2;14;0;0;0;0;0.74;0;0;0;0;0;0;1.016409;6.6;0;0;0;0;3.674472;23.86;2.188359;14.21;1.09495;7.11;0.234082;1.52;14.07;0.234082;1.52;3.908554;25.38;0;0;4.1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1.03;0;0;0;0;0;0;14;0;3;3;22;0;0;0;2;0;0;0;0;0;0;0;1;1;10;0;4;0;0;2;14;0;0;0;0;0;2;0;0;0;0;0;0;2;16;0;4;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4.824862;31.33;2.74;0;0;0;0;1;11;1;9;0;0;4;26;0;3;1.686315;10.95;1.268;0.4972;81.4;7;45;6.75;0.75;22.21;0;0;0;0;0;1;0;0;0;0;2
0.359863;2.26;0;0;0;5.951666;0;3.571667;0;1.19;0;5.951666;0;0;0.718133;4.51;28.64;0;1;1;11;1;8;0;6;0;4;13.145;4.58;55.86;3;8.620782;54.14;0;0;0;0;4;28;0;0;0;5;10.775182;67.67;12.48851;78.43;0;0;0;2;1;12;0;0;0;0;0.86;0;0;0;0;0;0;1.125765;7.07;0.173562;1.09;0;0;5.192532;32.61;2.683047;16.85;0.345532;2.17;0.259547;1.63;16.73;0.345532;2.17;2.509485;15.76;0;0;3.92;0;0;0;0;0;2;0;3;0;0;0;3;0;0;1;0;0;0;0;0;0;11;0;0;7;44;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;1;6;2;15;2;17;51.62;0.057323;0.36;0;0;0;0;0.057323;0.36;0;0;0;0;0;0;0;0;4.534907;28.48;2.4;0;0;0;0;1;8;0;3;0;0;2;13;0;1;3.711681;23.31;1.8656;0.8458;124.74;4;28;0;0.845;25.09;0;0;0;0;0;0;0;0;0;0;2
0.364515;2.35;0;0;0;7.346;0;0.816;0;1.632;0;6.938;0;3.266;0.420355;2.71;26.06;0;1;1;11;1;10;0;5;0;6;11.921;4.33;65.41;3.06;9.452564;60.94;0;0;0;0;4;28;0;0;0;6;9.368804;60.4;11.199132;72.2;0;0;0;0;2;13;0;0;0;0;1.11;0;0;0;0;0;0;1.079584;6.96;0.172175;1.11;0;0;5.033406;32.45;2.441473;15.74;0.389333;2.51;0.367617;2.37;14.96;0.280754;1.81;2.959549;19.08;0;0;9.64;0;1;0;0;0;0;0;2;0;0;0;2;0;0;1.05;0;0;0;0;0;0;48;0;0;6;38;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;3;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;1;7;1;9;2;14;12.35;0.069801;0.45;0.01396;0.09;0;0;0.055841;0.36;0;0;0;0;0;0;0;1;4.554108;29.36;2.83;0;0;0;0;1;6;0;5;0;0;2;14;0;1;3.00143;19.35;0.807;0.3589;51.97;4;30;0;0.89;22.94;0;0;0;0;0;0;0;0;0;0;2
0.5105;3.71;0;1.36;0;9.523334;0;1.02;0;1.36;0;2.04;0;1.36;0.989352;7.19;31.39;0;1;1;11;1;8;0;6;1;8;16.373;4.88;43.82;4.06;9.385776;68.21;0;0;0;0;3;23;0;0;0;6;9.610065;69.84;10.604922;77.07;0;0;0;1;1;14;0;0;0;0;1.1;0;0;0;0;0;0;1.309963;9.52;0.123841;0.9;0;0;4.075747;29.62;2.494709;18.13;0.222914;1.62;0.295843;2.15;16.88;0.222914;1.62;3.112539;22.62;0;0;9.76;0;0;0;0;0;1;0;3;0;0;0;0;0;0;1.04;0;0;0;1;0;0;33;0;2;4;32;0;2;0;2;0;0;0;0;0;0;0;1;0;4;0;1;0;0;1;13;0;1;0;0;0;0;0;0;0;0;0;0;1;8;1;8;2;14;0;0.072929;0.53;0;0;0;0;0.044032;0.32;0;0;0;0;0;0;0;0;2.618551;19.03;2.75;0;0;0;0;1;11;0;3;0;0;2;19;0;2;0.638469;4.64;0.379;0.2522;28.03;5;39;0;0.861667;28.7;0;0;0;0;0;1;0;1;0;0;2
